subj,date,beeps,activity,gm,gmd_by,sitco,partner
ID2,5/14/2015,1,sitco,NA,NA,"ID53, ID3","ID53, ID3"
ID2,5/14/2015,1,gmd/sitco,NA,ID3,ID53,"ID3, ID53"
ID2,5/14/2015,1,R,NA,NA,NA,NA
ID2,5/14/2015,3,gmd,NA,ID8,NA,ID8
ID2,5/14/2015,3,gm,ID8,NA,NA,ID8
ID2,5/14/2015,3,R,NA,NA,NA,NA
ID2,5/14/2015,2,gmd,NA,ID34,NA,ID34
ID2,5/14/2015,2,sitco,NA,NA,ID34,ID34
ID1,5/14/2015,4,gmd,NA,ID5,NA,ID5
ID1,5/14/2015,3,gm,ID5,NA,NA,ID5
ID1,5/14/2015,1,M,NA,NA,NA,NA
ID1,5/14/2015,6,R,NA,NA,NA,NA
ID1,5/14/2015,2,ssitco,NA,NA,ID20,ID20
ID1,5/14/2015,2,gm,ID20,NA,NA,ID20
ID1,5/14/2015,1,sitco,NA,NA,ID20,ID20
ID1,5/14/2015,2,gm/sitco,ID30,NA,ID20,"ID30, ID20"
ID1,5/14/2015,1,sitco,NA,NA,ID30,ID30
ID1,5/14/2015,5,gm,ID30,NA,NA,ID30
ID1,5/14/2015,3,R,NA,NA,NA,NA
ID17,5/14/2015,30,sitco,NA,NA,ID54,ID54
ID11,5/14/2015,17,R,NA,NA,NA,NA
ID11,5/14/2015,6,M,NA,NA,NA,NA
ID11,5/14/2015,2,F,NA,NA,NA,NA
ID11,5/14/2015,2,F,NA,NA,NA,NA
ID11,5/14/2015,1,F,NA,NA,NA,NA
ID11,5/14/2015,2,gmd,NA,ID4,NA,ID4
ID18,5/14/2015,5,sitco,NA,NA,ID37,ID37
ID18,5/14/2015,5,M,NA,NA,NA,NA
ID18,5/14/2015,1,R,NA,NA,NA,NA
ID18,5/14/2015,2,ssitco,NA,NA,ID37,ID37
ID18,5/14/2015,2,gm,ID37,NA,NA,ID37
ID18,5/14/2015,2,gm,ID7,NA,NA,ID7
ID18,5/14/2015,6,R,NA,NA,NA,NA
ID18,5/14/2015,3,R,NA,NA,NA,NA
ID18,5/14/2015,1,gm,ID7,NA,NA,ID7
ID18,5/14/2015,1,sitco,NA,NA,ID7,ID7
ID18,5/14/2015,1,gm,ID51,NA,NA,ID51
ID18,5/14/2015,1,sitco,NA,NA,ID51,ID51
ID12,5/14/2015,13,R,NA,NA,NA,NA
ID12,5/14/2015,1,F,NA,NA,NA,NA
ID12,5/14/2015,5,M,NA,NA,NA,NA
ID12,5/14/2015,2,ssitco,NA,NA,ID36,ID36
ID12,5/14/2015,3,gm,ID36,NA,NA,ID36
ID12,5/14/2015,1,F,NA,NA,NA,NA
ID12,5/14/2015,2,gm,ID9,NA,NA,ID9
ID12,5/14/2015,1,sitco,NA,NA,ID48,ID48
ID12,5/14/2015,1,gmd/sitco,NA,ID9,ID48,"ID9, ID48"
ID12,5/14/2015,1,R,NA,NA,NA,NA
ID5,5/14/2015,14,R,NA,NA,NA,NA
ID5,5/14/2015,5,M,NA,NA,NA,NA
ID5,5/14/2015,1,F,NA,NA,NA,NA
ID5,5/14/2015,2,F,NA,NA,NA,NA
ID5,5/14/2015,4,F,NA,NA,NA,NA
ID5,5/14/2015,4,F,NA,NA,NA,NA
ID6,5/14/2015,20,R,NA,NA,NA,NA
ID6,5/14/2015,7,M,NA,NA,NA,NA
ID6,5/14/2015,1,F,NA,NA,NA,NA
ID6,5/14/2015,2,F,NA,NA,NA,NA
ID7,5/14/2015,4,sitco,NA,NA,ID51,ID51
ID7,5/14/2015,1,gm/sitco,ID44,NA,ID51,"ID44, ID51"
ID7,5/14/2015,3,gmd,NA,ID35,NA,ID35
ID7,5/14/2015,2,gm,ID35,NA,NA,ID35
ID7,5/14/2015,3,gm,ID44,NA,NA,ID44
ID7,5/14/2015,2,sitco,NA,NA,ID35,ID35
ID7,5/14/2015,2,sitco/ssitco,NA,NA,"ID35, ID51","ID35, ID51"
ID7,5/14/2015,1,gm,ID51,NA,NA,ID51
ID7,5/14/2015,1,gmd,NA,ID31,NA,ID31
ID7,5/14/2015,1,M,NA,NA,NA,NA
ID7,5/14/2015,1,sitco,NA,NA,ID51,ID51
ID7,5/14/2015,2,gmd,NA,ID31,NA,ID31
ID7,5/14/2015,1,sitco,NA,NA,ID31,ID31
ID7,5/14/2015,1,R,NA,NA,NA,NA
ID7,5/14/2015,5,R,NA,NA,NA,NA
ID19,5/15/2015,8,R,NA,NA,NA,NA
ID19,5/15/2015,8,F,NA,NA,NA,NA
ID19,5/15/2015,3,M,NA,NA,NA,NA
ID19,5/15/2015,6,sitco,NA,NA,ID47,ID47
ID19,5/15/2015,4,gm,ID47,NA,NA,ID47
ID19,5/15/2015,1,R,NA,NA,NA,NA
ID3,5/15/2015,12,gm,ID23,NA,NA,ID23
ID3,5/15/2015,10,gmd,NA,ID23,NA,ID23
ID3,5/15/2015,8,R,NA,NA,NA,NA
ID10,5/15/2015,8,M,NA,NA,NA,NA
ID10,5/15/2015,13,R,NA,NA,NA,NA
ID10,5/15/2015,5,F,NA,NA,NA,NA
ID10,5/15/2015,4,F,NA,NA,NA,NA
ID18,5/15/2015,4,M,NA,NA,NA,NA
ID18,5/15/2015,6,R,NA,NA,NA,NA
ID18,5/15/2015,5,F,NA,NA,NA,NA
ID18,5/15/2015,5,F,NA,NA,NA,NA
ID18,5/15/2015,4,sitco,NA,NA,ID37,ID37
ID18,5/15/2015,6,gm,ID37,NA,NA,ID37
ID1,5/15/2015,11,R,NA,NA,NA,NA
ID1,5/15/2015,3,ssitco,NA,NA,ID20,ID20
ID1,5/15/2015,7,R,NA,NA,NA,NA
ID1,5/15/2015,6,gm,ID20,NA,NA,ID20
ID1,5/15/2015,1,M,NA,NA,NA,NA
ID1,5/15/2015,2,F,NA,NA,NA,NA
ID7,5/15/2015,7,gm,ID35,NA,NA,ID35
ID7,5/15/2015,3,gmd,NA,ID35,NA,ID35
ID7,5/15/2015,5,M,NA,NA,NA,NA
ID7,5/15/2015,10,sitco,NA,NA,ID51,ID51
ID7,5/15/2015,4,R,NA,NA,NA,NA
ID7,5/15/2015,1,R,NA,NA,NA,NA
ID16,5/16/2015,27,R,NA,NA,NA,NA
ID16,5/16/2015,1,M,NA,NA,NA,NA
ID16,5/16/2015,2,F,NA,NA,NA,NA
ID15,5/16/2015,2,gm,ID52,NA,NA,ID52
ID15,5/16/2015,28,sitco,NA,NA,ID52,ID52
ID6,5/16/2015,2,R,NA,NA,NA,NA
ID6,5/16/2015,7,gm,ID11,NA,NA,ID11
ID6,5/16/2015,5,gmd,NA,ID11,NA,ID11
ID6,5/16/2015,8,R,NA,NA,NA,NA
ID6,5/16/2015,1,ssitco,NA,NA,ID20,ID20
ID6,5/16/2015,1,gm,ID20,NA,NA,ID20
ID6,5/16/2015,3,M,NA,NA,NA,NA
ID6,5/16/2015,1,R,NA,NA,NA,NA
ID6,5/16/2015,1,F,NA,NA,NA,NA
ID6,5/16/2015,1,sitco,NA,NA,ID20,ID20
ID11,5/16/2015,20,gmd,NA,ID6,NA,ID6
ID11,5/16/2015,10,gm,ID6,NA,NA,ID6
ID5,5/16/2015,11,R,NA,NA,NA,NA
ID5,5/16/2015,1,F,NA,NA,NA,NA
ID5,5/16/2015,1,F,NA,NA,NA,NA
ID5,5/16/2015,6,F,NA,NA,NA,NA
ID5,5/16/2015,1,M,NA,NA,NA,NA
ID5,5/16/2015,6,F,NA,NA,NA,NA
ID5,5/16/2015,1,F,NA,NA,NA,NA
ID5,5/16/2015,3,F,NA,NA,NA,NA
ID18,5/16/2015,4,gmd,NA,ID28,NA,ID28
ID18,5/16/2015,2,M,NA,NA,NA,NA
ID18,5/16/2015,11,F,NA,NA,NA,NA
ID18,5/16/2015,3,F,NA,NA,NA,NA
ID18,5/16/2015,2,F,NA,NA,NA,NA
ID18,5/16/2015,1,F,NA,NA,NA,NA
ID18,5/16/2015,1,F,NA,NA,NA,NA
ID18,5/16/2015,4,F,NA,NA,NA,NA
ID18,5/16/2015,1,R,NA,NA,NA,NA
ID18,5/16/2015,1,R,NA,NA,NA,NA
ID2,5/16/2015,4,gmd/sitco,NA,ID34,ID53,"ID34, ID53"
ID2,5/16/2015,26,sitco,NA,NA,ID53,ID53
ID13,5/17/2015,6,sitco,NA,NA,ID43,ID43
ID13,5/17/2015,5,R,NA,NA,NA,NA
ID13,5/17/2015,2,R,NA,NA,NA,NA
ID13,5/17/2015,2,gmd,NA,ID5,NA,ID5
ID13,5/17/2015,2,gmd/ssitco,NA,ID5,ID43,"ID5, ID43"
ID13,5/17/2015,2,gmd,NA,ID5,NA,ID5
ID13,5/17/2015,1,sitco,NA,NA,ID5,ID5
ID13,5/17/2015,2,gm,ID5,NA,NA,ID5
ID13,5/17/2015,4,M,NA,NA,NA,NA
ID13,5/17/2015,4,F,NA,NA,NA,NA
ID8,5/17/2015,3,R,NA,NA,NA,NA
ID8,5/17/2015,2,gm,ID22,NA,NA,ID22
ID8,5/17/2015,6,M,NA,NA,NA,NA
ID8,5/17/2015,9,R,NA,NA,NA,NA
ID8,5/17/2015,1,F,NA,NA,NA,NA
ID8,5/17/2015,3,ssitco,NA,NA,ID27,ID27
ID8,5/17/2015,3,gm,ID27,NA,NA,ID27
ID8,5/17/2015,2,F,NA,NA,NA,NA
ID8,5/17/2015,1,F,NA,NA,NA,NA
ID18,5/17/2015,3,F,NA,NA,NA,NA
ID18,5/17/2015,1,F,NA,NA,NA,NA
ID18,5/17/2015,6,M,NA,NA,NA,NA
ID18,5/17/2015,14,R,NA,NA,NA,NA
ID18,5/17/2015,2,F,NA,NA,NA,NA
ID18,5/17/2015,2,F,NA,NA,NA,NA
ID18,5/17/2015,2,F,NA,NA,NA,NA
ID1,5/17/2015,2,F,NA,NA,NA,NA
ID1,5/17/2015,4,M,NA,NA,NA,NA
ID1,5/17/2015,14,R,NA,NA,NA,NA
ID1,5/17/2015,2,F,NA,NA,NA,NA
ID1,5/17/2015,4,F,NA,NA,NA,NA
ID1,5/17/2015,2,F,NA,NA,NA,NA
ID1,5/17/2015,2,F,NA,NA,NA,NA
ID5,5/17/2015,11,gm,ID2,NA,NA,ID2
ID5,5/17/2015,1,gm/sitco,ID2,NA,ID53,"ID2, ID53"
ID5,5/17/2015,2,gm,ID53,NA,NA,ID53
ID5,5/17/2015,2,R,NA,NA,NA,NA
ID5,5/17/2015,2,gmd,NA,ID2,NA,ID2
ID5,5/17/2015,2,gmd/sitco,NA,ID2,ID53,"ID2, ID53"
ID5,5/17/2015,2,M,NA,NA,NA,NA
ID5,5/17/2015,1,sitco,NA,NA,ID2,ID2
ID5,5/17/2015,7,R,NA,NA,NA,NA
ID12,5/17/2015,12,R,NA,NA,NA,NA
ID12,5/17/2015,1,F,NA,NA,NA,NA
ID12,5/17/2015,4,M,NA,NA,NA,NA
ID12,5/17/2015,4,F,NA,NA,NA,NA
ID12,5/17/2015,3,F,NA,NA,NA,NA
ID12,5/17/2015,2,F,NA,NA,NA,NA
ID12,5/17/2015,3,ssitco,NA,NA,ID36,ID36
ID12,5/17/2015,1,R,NA,NA,NA,NA
ID9,5/17/2015,9,sitco,NA,NA,ID48,ID48
ID9,5/17/2015,9,M,NA,NA,NA,NA
ID9,5/17/2015,1,F,NA,NA,NA,NA
ID9,5/17/2015,1,F/sitco,NA,NA,ID48,ID48
ID9,5/17/2015,2,F/gm/sitco,ID49,NA,ID48,"ID49, ID48"
ID9,5/17/2015,3,gmd/sitco,NA,ID49,ID48,"ID49, ID48"
ID9,5/17/2015,1,sitco,NA,NA,ID48,ID48
ID9,5/17/2015,4,F/sitco,NA,NA,ID48,ID48
ID6,5/17/2015,6,F,NA,NA,NA,NA
ID6,5/17/2015,3,F,NA,NA,NA,NA
ID6,5/17/2015,6,F,NA,NA,NA,NA
ID6,5/17/2015,2,F/ssitco,NA,NA,ID20,ID20
ID6,5/17/2015,2,F,NA,NA,NA,NA
ID6,5/17/2015,3,M,NA,NA,NA,NA
ID6,5/17/2015,8,R,NA,NA,NA,NA
ID14,5/17/2015,3,R,NA,NA,NA,NA
ID14,5/17/2015,8,M,NA,NA,NA,NA
ID14,5/17/2015,1,F,NA,NA,NA,NA
ID14,5/17/2015,3,F,NA,NA,NA,NA
ID14,5/17/2015,9,sitco,NA,NA,ID43,ID43
ID14,5/17/2015,3,gm,ID43,NA,NA,ID43
ID14,5/17/2015,2,F/sitco,NA,NA,ID43,ID43
ID14,5/17/2015,1,F/sitco,NA,NA,ID43,ID43
ID4,5/17/2015,22,R,NA,NA,NA,NA
ID4,5/17/2015,5,M,NA,NA,NA,NA
ID4,5/17/2015,3,F,NA,NA,NA,NA
ID18,5/18/2015,7,R,NA,NA,NA,NA
ID18,5/18/2015,4,F,NA,NA,NA,NA
ID18,5/18/2015,2,M,NA,NA,NA,NA
ID18,5/18/2015,1,ssitco,NA,NA,ID37,ID37
ID18,5/18/2015,1,gm,ID37,NA,NA,ID37
ID18,5/18/2015,1,R,NA,NA,NA,NA
ID18,5/18/2015,1,R,NA,NA,NA,NA
ID18,5/18/2015,2,gm,ID14,NA,NA,ID14
ID18,5/18/2015,1,gm,ID14,NA,NA,ID14
ID18,5/18/2015,2,gmd,NA,ID14,NA,ID14
ID18,5/18/2015,2,gmd,NA,ID14,NA,ID14
ID18,5/18/2015,1,R,NA,NA,NA,NA
ID18,5/18/2015,5,gm,ID14,NA,NA,ID14
ID10,5/18/2015,30,R,NA,NA,NA,NA
ID3,5/18/2015,3,sitco,NA,NA,ID23,ID23
ID3,5/18/2015,8,gm,ID23,NA,NA,ID23
ID3,5/18/2015,1,gm,ID54,NA,NA,ID54
ID3,5/18/2015,1,R,NA,NA,NA,NA
ID3,5/18/2015,3,M,NA,NA,NA,NA
ID3,5/18/2015,12,R,NA,NA,NA,NA
ID11,5/19/2015,7,M,NA,NA,NA,NA
ID11,5/19/2015,12,R,NA,NA,NA,NA
ID11,5/19/2015,4,F,NA,NA,NA,NA
ID11,5/19/2015,7,F,NA,NA,NA,NA
ID13,5/19/2015,4,M,NA,NA,NA,NA
ID13,5/19/2015,8,R,NA,NA,NA,NA
ID13,5/19/2015,4,ssitco,NA,NA,ID43,ID43
ID13,5/19/2015,4,gm,ID43,NA,NA,ID43
ID13,5/19/2015,3,R,NA,NA,NA,NA
ID13,5/19/2015,7,sitco,NA,NA,ID43,ID43
ID8,5/19/2015,3,F,NA,NA,NA,NA
ID8,5/19/2015,3,F,NA,NA,NA,NA
ID8,5/19/2015,5,M,NA,NA,NA,NA
ID8,5/19/2015,5,R,NA,NA,NA,NA
ID8,5/19/2015,3,F,NA,NA,NA,NA
ID8,5/19/2015,3,F,NA,NA,NA,NA
ID8,5/19/2015,2,gmd,NA,ID35,NA,ID35
ID8,5/19/2015,3,gm,ID35,NA,NA,ID35
ID8,5/19/2015,3,gm,NA,NA,NA,NA
ID18,5/19/2015,12,M,NA,NA,NA,NA
ID18,5/19/2015,11,R,NA,NA,NA,NA
ID18,5/19/2015,7,F,NA,NA,NA,NA
ID7,5/19/2015,9,F,NA,NA,NA,NA
ID7,5/19/2015,3,F,NA,NA,NA,NA
ID7,5/19/2015,7,M,NA,NA,NA,NA
ID7,5/19/2015,8,R,NA,NA,NA,NA
ID7,5/19/2015,3,F,NA,NA,NA,NA
ID17,5/20/2015,4,gm/sitco,ID9,NA,ID48,"ID9, ID48"
ID17,5/20/2015,1,gm/sitco,ID48,NA,ID9,"ID48, ID9"
ID17,5/20/2015,8,gm,ID9,NA,NA,ID9
ID17,5/20/2015,6,sitco,NA,NA,"ID9, ID54, ID48","ID9, ID54, ID48"
ID17,5/20/2015,5,F,NA,NA,NA,NA
ID17,5/20/2015,2,M,NA,NA,NA,NA
ID17,5/20/2015,1,R,NA,NA,NA,NA
ID17,5/20/2015,3,F,NA,NA,NA,NA
ID4,5/20/2015,9,M,NA,NA,NA,NA
ID4,5/20/2015,3,F,NA,NA,NA,NA
ID4,5/20/2015,6,F,NA,NA,NA,NA
ID4,5/20/2015,5,R,NA,NA,NA,NA
ID4,5/20/2015,2,F,NA,NA,NA,NA
ID4,5/20/2015,1,F,NA,NA,NA,NA
ID4,5/20/2015,4,F,NA,NA,NA,NA
ID6,5/20/2015,14,gm,ID20,NA,NA,ID20
ID6,5/20/2015,1,R,NA,NA,NA,NA
ID6,5/20/2015,8,M,NA,NA,NA,NA
ID6,5/20/2015,3,R,NA,NA,NA,NA
ID6,5/20/2015,1,F,NA,NA,NA,NA
ID6,5/20/2015,2,R,NA,NA,NA,NA
ID6,5/20/2015,1,gm,ID19,NA,NA,ID19
ID15,5/20/2015,24,sitco,NA,NA,ID52,ID52
ID15,5/20/2015,1,F/sitco,NA,NA,ID52,ID52
ID15,5/20/2015,5,M,NA,NA,NA,NA
ID5,5/20/2015,14,F,NA,NA,NA,NA
ID5,5/20/2015,7,F,NA,NA,NA,NA
ID5,5/20/2015,2,M,NA,NA,NA,NA
ID5,5/20/2015,1,R,NA,NA,NA,NA
ID5,5/20/2015,2,F,NA,NA,NA,NA
ID5,5/20/2015,4,F,NA,NA,NA,NA
ID2,5/20/2015,5,M,NA,NA,NA,NA
ID2,5/20/2015,13,sitco,NA,NA,ID53,ID53
ID2,5/20/2015,6,R,NA,NA,NA,NA
ID2,5/20/2015,2,F,NA,NA,NA,NA
ID2,5/20/2015,4,ssitco,NA,NA,ID53,ID53
ID19,5/20/2015,15,F/sitco,NA,NA,ID47,ID47
ID19,5/20/2015,1,F,NA,NA,NA,NA
ID19,5/20/2015,7,F,NA,NA,NA,NA
ID19,5/20/2015,7,F,NA,NA,NA,NA
ID18,5/20/2015,6,M,NA,NA,NA,NA
ID18,5/20/2015,3,F/sitco,NA,NA,ID37,ID37
ID18,5/20/2015,21,F,NA,NA,NA,NA
ID10,5/21/2015,25,R,NA,NA,NA,NA
ID10,5/21/2015,3,F,NA,NA,NA,NA
ID10,5/21/2015,2,M,NA,NA,NA,NA
ID6,5/21/2015,2,gm,ID13,NA,NA,ID13
ID6,5/21/2015,1,gmd,NA,ID13,NA,ID13
ID6,5/21/2015,8,F,NA,NA,NA,NA
ID6,5/21/2015,1,R,NA,NA,NA,NA
ID6,5/21/2015,1,M,NA,NA,NA,NA
ID6,5/21/2015,14,F,NA,NA,NA,NA
ID6,5/21/2015,3,gmd/ssitco,NA,ID13,ID20,"ID13, ID20"
ID18,5/21/2015,28,F,NA,NA,NA,NA
ID18,5/21/2015,2,M,NA,NA,NA,NA
ID8,5/21/2015,5,F,NA,NA,NA,NA
ID8,5/21/2015,7,M,NA,NA,NA,NA
ID8,5/21/2015,8,R,NA,NA,NA,NA
ID8,5/21/2015,1,F,NA,NA,NA,NA
ID8,5/21/2015,6,F,NA,NA,NA,NA
ID8,5/21/2015,2,F,NA,NA,NA,NA
ID8,5/21/2015,1,sitco,NA,NA,ID22,ID22
ID12,5/21/2015,21,F,NA,NA,NA,NA
ID12,5/21/2015,3,M,NA,NA,NA,NA
ID12,5/21/2015,6,R,NA,NA,NA,NA
ID15,5/21/2015,11,F,NA,NA,NA,NA
ID15,5/21/2015,7,M,NA,NA,NA,NA
ID15,5/21/2015,2,ssitco,NA,NA,ID52,ID52
ID15,5/21/2015,2,F,NA,NA,NA,NA
ID15,5/21/2015,1,R,NA,NA,NA,NA
ID15,5/21/2015,3,F,NA,NA,NA,NA
ID15,5/21/2015,4,F,NA,NA,NA,NA
ID9,5/21/2015,4,F,NA,NA,NA,NA
ID9,5/21/2015,1,F,NA,NA,NA,NA
ID9,5/21/2015,4,F,NA,NA,NA,NA
ID9,5/21/2015,4,M,NA,NA,NA,NA
ID9,5/21/2015,2,gmd,NA,NA,NA,NA
ID9,5/21/2015,8,R,NA,NA,NA,NA
ID9,5/21/2015,7,gmd,NA,ID55,NA,ID55
ID13,5/21/2015,8,F,NA,NA,NA,NA
ID13,5/21/2015,7,F,NA,NA,NA,NA
ID13,5/21/2015,8,gm,ID9,NA,NA,ID9
ID13,5/21/2015,1,gmd,NA,ID9,NA,ID9
ID13,5/21/2015,2,gm,ID6,NA,NA,ID6
ID13,5/21/2015,4,gm,ID6,NA,NA,ID6
ID14,5/21/2015,4,F,NA,NA,NA,NA
ID14,5/21/2015,7,M,NA,NA,NA,NA
ID14,5/21/2015,18,R,NA,NA,NA,NA
ID14,5/21/2015,1,F,NA,NA,NA,NA
ID16,5/21/2015,9,M,NA,NA,NA,NA
ID16,5/21/2015,11,R,NA,NA,NA,NA
ID16,5/21/2015,4,gm,ID25,NA,NA,ID25
ID16,5/21/2015,4,sitco,NA,NA,ID25,ID25
ID16,5/21/2015,1,R,NA,NA,NA,NA
ID16,5/21/2015,1,gmd,NA,ID25,NA,ID25
ID1,5/21/2015,11,gmd/sitco,NA,ID19,ID47,"ID19, ID47"
ID1,5/21/2015,2,gm/sitco,ID19,NA,ID47,"ID19, ID47"
ID1,5/21/2015,6,F,NA,NA,NA,NA
ID1,5/21/2015,6,M,NA,NA,NA,NA
ID1,5/21/2015,2,R,NA,NA,NA,NA
ID1,5/21/2015,1,F,NA,NA,NA,NA
ID1,5/21/2015,2,F,NA,NA,NA,NA
ID7,5/22/2015,5,M,NA,NA,NA,NA
ID7,5/22/2015,2,sitco,NA,NA,ID51,ID51
ID7,5/22/2015,3,F/sitco,NA,NA,ID51,ID51
ID7,5/22/2015,6,F,NA,NA,NA,NA
ID7,5/22/2015,3,F/sitco,NA,NA,ID51,ID51
ID7,5/22/2015,3,F,NA,NA,NA,NA
ID7,5/22/2015,8,F,NA,NA,NA,NA
ID15,5/22/2015,1,M,NA,NA,NA,NA
ID15,5/22/2015,2,sitco,NA,NA,ID52,ID52
ID15,5/22/2015,1,R,NA,NA,NA,NA
ID15,5/22/2015,8,gm,ID41,NA,NA,ID41
ID15,5/22/2015,5,gm/sitco,ID41,NA,ID52,"ID41, ID52"
ID15,5/22/2015,1,gmd,NA,ID41,NA,ID41
ID15,5/22/2015,1,sitco,NA,NA,ID41,ID41
ID15,5/22/2015,11,sitco,NA,NA,"ID41, ID52","ID41, ID52"
ID8,5/22/2015,6,M,NA,NA,NA,NA
ID8,5/22/2015,15,R,NA,NA,NA,NA
ID8,5/22/2015,2,F,NA,NA,NA,NA
ID8,5/22/2015,2,F,NA,NA,NA,NA
ID8,5/22/2015,2,F,NA,NA,NA,NA
ID8,5/22/2015,3,F,NA,NA,NA,NA
ID17,5/22/2015,11,sitco,NA,NA,ID54,ID54
ID17,5/22/2015,4,F/sitco,NA,NA,ID54,ID54
ID17,5/22/2015,8,M,NA,NA,NA,NA
ID17,5/22/2015,2,sitco,NA,NA,"ID9, ID54","ID9, ID54"
ID17,5/22/2015,1,gm,ID9,NA,NA,ID9
ID17,5/22/2015,4,sitco,NA,NA,"ID54, ID13","ID54, ID13"
ID5,5/22/2015,8,F,NA,NA,NA,NA
ID5,5/22/2015,8,F,NA,NA,NA,NA
ID5,5/22/2015,3,M,NA,NA,NA,NA
ID5,5/22/2015,10,R,NA,NA,NA,NA
ID5,5/22/2015,1,F,NA,NA,NA,NA
ID18,5/22/2015,14,R,NA,NA,NA,NA
ID18,5/22/2015,2,ssitco,NA,NA,ID37,ID37
ID18,5/22/2015,1,ssitco,NA,NA,ID37,ID37
ID18,5/22/2015,1,sitco,NA,NA,ID34,ID34
ID18,5/22/2015,5,M,NA,NA,NA,NA
ID18,5/22/2015,5,F,NA,NA,NA,NA
ID18,5/22/2015,2,F,NA,NA,NA,NA
ID16,5/22/2015,7,R,NA,NA,NA,NA
ID16,5/22/2015,10,M,NA,NA,NA,NA
ID16,5/22/2015,2,F,NA,NA,NA,NA
ID16,5/22/2015,4,F,NA,NA,NA,NA
ID16,5/22/2015,3,F,NA,NA,NA,NA
ID16,5/22/2015,3,F,NA,NA,NA,NA
ID16,5/22/2015,1,F,NA,NA,NA,NA
ID9,5/22/2015,6,F,NA,NA,NA,NA
ID9,5/22/2015,4,M,NA,NA,NA,NA
ID9,5/22/2015,5,ssitco,NA,NA,ID48,ID48
ID9,5/22/2015,2,F,NA,NA,NA,NA
ID9,5/22/2015,4,sitco,NA,NA,ID48,ID48
ID9,5/22/2015,2,R,NA,NA,NA,NA
ID9,5/22/2015,1,R,NA,NA,NA,NA
ID6,5/23/2015,2,R,NA,NA,NA,NA
ID6,5/23/2015,1,R,NA,NA,NA,NA
ID6,5/23/2015,4,M,NA,NA,NA,NA
ID6,5/23/2015,2,R,NA,NA,NA,NA
ID6,5/23/2015,4,gm,ID20,NA,NA,ID20
ID6,5/23/2015,14,R,NA,NA,NA,NA
ID6,5/23/2015,3,F,NA,NA,NA,NA
ID11,5/23/2015,15,R,NA,NA,NA,NA
ID11,5/23/2015,10,gm,ID45,NA,NA,ID45
ID11,5/23/2015,4,R,NA,NA,NA,NA
ID11,5/23/2015,1,M,NA,NA,NA,NA
ID17,5/23/2015,20,sitco,NA,NA,ID54,ID54
ID17,5/23/2015,3,gm,ID54,NA,NA,ID54
ID17,5/23/2015,2,R,NA,NA,NA,NA
ID17,5/23/2015,5,M,NA,NA,NA,NA
ID1,5/23/2015,5,M,NA,NA,NA,NA
ID1,5/23/2015,10,R,NA,NA,NA,NA
ID1,5/23/2015,2,gm,ID6,NA,NA,ID6
ID1,5/23/2015,5,gmd,NA,ID6,NA,ID6
ID1,5/23/2015,6,F,NA,NA,NA,NA
ID1,5/23/2015,1,R,NA,NA,NA,NA
ID1,5/23/2015,1,F,NA,NA,NA,NA
ID3,5/23/2015,17,R,NA,NA,NA,NA
ID3,5/23/2015,1,M,NA,NA,NA,NA
ID3,5/23/2015,5,gm,ID17,NA,NA,ID17
ID3,5/23/2015,4,gmd,NA,ID17,NA,ID17
ID3,5/23/2015,3,R,NA,NA,NA,NA
ID4,5/23/2015,24,R,NA,NA,NA,NA
ID4,5/23/2015,3,M,NA,NA,NA,NA
ID4,5/23/2015,3,F,NA,NA,NA,NA
ID9,5/23/2015,4,R,NA,NA,NA,NA
ID9,5/23/2015,10,R,NA,NA,NA,NA
ID9,5/23/2015,2,sitco,NA,NA,ID48,ID48
ID9,5/23/2015,4,gm,ID11,NA,NA,ID11
ID9,5/23/2015,7,gm,ID11,NA,NA,ID11
ID9,5/23/2015,2,ssitco,NA,NA,ID48,ID48
ID9,5/23/2015,1,M,NA,NA,NA,NA
ID12,5/23/2015,4,F,NA,NA,NA,NA
ID12,5/23/2015,2,R,NA,NA,NA,NA
ID12,5/23/2015,4,M,NA,NA,NA,NA
ID12,5/23/2015,20,F,NA,NA,NA,NA
ID5,5/24/2015,25,F,NA,NA,NA,NA
ID5,5/24/2015,1,M,NA,NA,NA,NA
ID5,5/24/2015,1,R,NA,NA,NA,NA
ID5,5/24/2015,3,F,NA,NA,NA,NA
ID14,5/24/2015,1,M,NA,NA,NA,NA
ID14,5/24/2015,2,sitco,NA,NA,NA,NA
ID14,5/24/2015,26,R,NA,NA,NA,NA
ID14,5/24/2015,1,R,NA,NA,NA,NA
ID18,5/24/2015,22,R,NA,NA,NA,NA
ID18,5/24/2015,1,R,NA,NA,NA,NA
ID18,5/24/2015,2,M,NA,NA,NA,NA
ID18,5/24/2015,1,av,NA,NA,NA,NA
ID18,5/24/2015,1,F,NA,NA,NA,NA
ID18,5/24/2015,1,R,NA,NA,NA,NA
ID18,5/24/2015,2,F,NA,NA,NA,NA
ID13,5/24/2015,23,R,NA,NA,NA,NA
ID13,5/24/2015,4,M,NA,NA,NA,NA
ID13,5/24/2015,2,F,NA,NA,NA,NA
ID13,5/24/2015,1,F,NA,NA,NA,NA
ID9,5/24/2015,23,R,NA,NA,NA,NA
ID9,5/24/2015,1,F,NA,NA,NA,NA
ID9,5/24/2015,1,F,NA,NA,NA,NA
ID9,5/24/2015,3,F,NA,NA,NA,NA
ID9,5/24/2015,1,ssitco,NA,NA,ID48,ID48
